"author_location","author_name","business_id","business_name","created_date","language","rating","reactions/helpful","reactions/love_this","reactions/oh_no","reactions/thanks","review_id","text"
"San Jose, CA","Stephanie S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-10-02T10:14:15-07:00","en","5","0","0","0","0","vRqj0IgIrPB1rcR9DwCDfQ","This restaurant is such a gem! I wish I would have ate at the restaurant but I was just prepared to grab my food and go to the hotel. The inside and outside seating is so cute.

I'm thankful this food was delicious because I sure had one heck of a time getting my food...nothing that the restaurant did wrong. Since I'm not from the area I wasn't familiar with the location. When I saw on my GPS I was about 20 minutes out, I ordered my food. Well when I got there, parking was so hard to find and I had luggage in my car so I didn't want to risk not parking close and coming back to a smash and grab. So I decided to head to the hotel, check in, and come back. Well my work phone was set to ""avoid highways"" so it took me some ridiculous way that took forever. After checking in, I made my way back and got my food. 

I was greeted by an employee who just handed a to go order to someone else. I told him my name and order number and he got my bag. He even walked me to the door to open the door for me. I didn't catch his name but thank you! Customer service like that will keep people coming back!

I couldn't wait to dig into my food although I knew it wasn't going to be hot. I was prepared to have to heat it up in the microwave but to my surprise it was still warm.

I ordered the three piece chicken meal that comes with a biscuit: breast, thigh, leg and my sides were Mac and cheese and candied yams. I had two different kind of butters. The fried chicken had great flavor and was crispy, candied yams were delicious and Mac and cheese was good but not my favorite. The meal was a perfect ending to my chaotic Sunday!"
"San Pablo, CA","Deborah H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2026-02-21T19:44:46-08:00","en","5","0","0","0","0","bP-7KFSMy41LBM2_3OysdQ","Made a reservation to have dinner on a Saturday evening. We got there and checked in and they seated us right at our reservation time. It was pretty busy. Nice vibe and good R & B music playing. Rollin was our server he provided good service. We had fried green tomatoes my first time trying them and they were delicious. We also had the pimento cheese dip which was good. I had the oxtail and rice with collard greens they were very good. The oxtails were very tender. My husband had the fried chicken with red beans & rice and mac and cheese. He loved it and I tried it and it was delicious.  My son had the fried catfish with mac and cheese and fries he enjoyed it and I tried to too and it was very good. My other son had the chicken sandwich with mac and cheese and fries and he really enjoyed it. We tried the peach cobbler and banana pudding for dessert they were both very good. I would like to come back and try more items."
"Sacramento, CA","Krystle T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2026-02-07T15:10:41-08:00","en","5","1","0","0","0","H8cjztRbAXygv1RkjluwXA","The best fried chicken and catfish in town! We always have a good time here. Great place for some southern comfort food!"
"Elk Grove, CA","Julia C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-09-11T08:03:19-07:00","en","3","2","2","0","1","TDCEwS0Q5P7tAw0EdXZGHA","I think this place is slightly overhyped and their food is inconsistent. The fried chicken is outstanding, but what's a good southern place without good sides? Every single side we tried was so bad. The Mac and cheese - dry beyond belief, zero flavor or cheese whatsoever. The coleslaw - just tasted like mayo. The fried - overly salted. However, the cornbread was very good and moist. 

I wouldn't return simply for how inconsistent it was. Also, the service is terrible, it took way too long for our server to check on us throughout our night (maybe 20 minutes between each time we saw her)."
"Long Beach, CA","Shelly S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-08-17T18:02:47-07:00","en","5","3","2","1","1","k2UOBAHUB54Mt1MX31q-KA","This is our go-to when we come to visit our daughter at Sac State. This time we went on a busy Saturday night. 

When we drove up, it was packed, so we reserved online using Open Table. Although we had to wait .35 mins once we checked in, everyone was super nice about it so we didn't mind.

Food was slightly better this time! The chicken was so fresh and the waffle was thin and crispy like I like it. 

Service was excellent.

Parking is not too bad. There's no dedicated parking lot but there is a public lot around the corner if you can't find street parking. 

This place is way better than Roscoe's in southern ca and refreshing to eat indoors or outdoors in a nice clean facility."
"San Diego, CA","Arleen A.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-08-22T11:07:21-07:00","en","5","1","0","0","1","y_CHvgrpHCTN6m4yPx7zCQ","I'm visiting from out of town and my sisters, cousins and friends suggested Fixins for dinner. We drovr the 48 mins from Stockton to Sac and it's was so worth it. 

We ordered: 
fried deviled eggs - it was good. i'm not into deviled eggs so it was good. 

fried green tomatoes - this was good too

smothered pork chops, grits & mac - the gravy on the juicy grid pork chops was delicious. the grits were great but needed to be warmer that room temp. the mac and cheese was 10/10. my plate was very well balanced. nothing too salty, or too overpowering. just comforting and it's the spot. 10/10

braised oxtail - fall off the bone, delicious, umami, and loved the gelatinous of it in the gravy 

fried catfish - probably the best seasoned fried fish i had. i just love how it's not too salty! it's perfect! 

dessert: we got all three! amazing! delicious! the red velvet was moist! 


Overall, the music, food, service and ambience were great! I will definitely come back for more."
"Sacramento, CA","Judy N.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-07-26T20:39:37-07:00","en","5","1","1","0","0","AkNjEptVXk6ABDrk3wb9OQ","We walked in and got seated immediately, even though it was clearly a full house--great sign of popularity and solid staffing.

Menu & Dietary Notes:
They offer a small selection of vegan options, which my friend chose. Though limited in variety, they seemed thoughtfully prepared.

What We Tried:

I ordered the two-piece meal with collard greens and mac & cheese, plus a side of cornbread.
Everything was absolutely delicious--classic Southern comfort food with great seasoning and consistency.
Our drinks were also refreshing and a good accompaniment.
I took home the banana pudding To-Go, and I'm excited to dig in later.
Service & Atmosphere:

Host and servers were friendly and efficient--seating us promptly despite the crowd.
The overall vibe felt energetic and warm, perfect for a weekend night.
Final Thoughts:
My experience was overwhelmingly positive. While I didn't try the vegan dish firsthand, the rest of the meal hit all the right notes. I'm looking forward to enjoying the banana pudding later!

Tip for Vegans:
If you follow a vegan diet, I'd suggest calling ahead to check availability--options are limited but seemingly well-made."
"Galt, CA","Kathryn W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2026-03-16T12:21:14-07:00","en","5","1","0","0","0","YLFlo6AUIxLjkulQQFTFkg","Best lunch I have ever had! I got fried chicken, greens and red beans & rice. My husband got the gumbo & cornbread. Hot sauce was so good that we purchased two bottles to go! Parking can be tricky but it's worth it for the delicious food!"
"Roseville, CA","Dan R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-09-18T13:21:58-07:00","en","5","1","0","0","1","jx-yZZTivy0oLbiBhMfiww","Make the effort to find a parking
place, who cares how far you have to walk, just get yourselves NOW to Fixins. 
Their motto, ""without soul, it's just food,"" is perfect, and so are the meals.
The gumbo is spectacular, and just go ahead and give me a bathtub full of their shrimp and grits for me to swim in. The Beer Brown Gravy dropped over this is simply fantastic.
Start out with a lil cast iron skillet of Pemto Cheese Dip!
Plenty of indoor seating and a nice outdoor courtyard to choose from."
"Elk Grove, CA","Jason R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-08-30T11:08:31-07:00","en","4","1","0","0","0","lGpkURcQ98ccBfyZ8QFnbg","I can't believe I've never done a review for this place. It is one of our favorites. I've never had a bad meal here. My go-to is the catfish with an extra fillet on the side, cornbread, fries, red beans, and rice. Tonight, I changed it up and went with the two-piece fried chicken meal (dark meat) with a catfish fillet on the side. My wife had catfish, greens, and yams. 

We love the vibe, the staff, and the food. It's definitely worth the trip."
"San Mateo, CA","Zach H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2026-02-14T15:27:47-08:00","en","5","1","1","0","1","L6pgEWICAYtOXHg3K5baZQ","Everything was fresh and seasoned perfectly. The best fried chicken I have ever had. The sweet tea was hard to stop drinking. And all the fixins were top notch. Great service and ambience, highly recommend!"
"Carmichael, CA","Nora J.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-11-21T23:03:42-08:00","en","4","0","1","0","0","qupFkJ1iAn2BfuMxHdsMdQ","YUM! Excellent food and service. I had the chicken sandwich and friend had the hot chicken sandwich. The chicken sandwich was perfectly crisp and fresh and not overly heavy. The Kool Aid pickle was interesting. Their sweet tea was perfectly flavored (not too sweet). Would come back again to try their gumbo!"
"Ontario, CA","Kristopher L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-07-29T11:40:23-07:00","en","5","0","0","0","0","JWvsfveTxHlZRkGDA78A-g","My family and I stopped at this restaurant for brunch while we were visiting the Sacramento area on July 22, 2025 (Tuesday). Since it was my brother-in-law's birthday, he actually found and chose this place to eat at. 

I'm very glad he chose to eat here because it was definitely a great choice! The fried chicken that came with my waffle was extremely flavorful and moist. 

The waffle was thin, which meant it wouldn't be too filling. 

The music was great to add to the overall ambiance. The service was also excellent as well!

We will definitely be back here next time we visit Sacramento."
